Material,SAP Description,Product Family,Family,Finance Category,FinCatDes,Product Category,Division,Lifecycle,Alias,Launch,EOL,SW,Metric1,Metric Comment
738063-5270,SOUNDTOUCH 20 III WHT 240V AU,HED00356,SOUNDTOUCH 20 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST20,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-1100,SOUNDTOUCH 30 III BLK 120V US,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-110R,"SOUNDTOUCH 30 III BLK 120V US,FR",HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-1120,SOUNDTOUCH 30 III BLK 120V MX,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-1140,SOUNDTOUCH 30 III BLK 120V TW,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-1200,SOUNDTOUCH 30 III WHT 120V US,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-120R,"SOUNDTOUCH 30 III WHT 120V US,FR",HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-1220,SOUNDTOUCH 30 III WHT 120V MX,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-1240,SOUNDTOUCH 30 III WHT 120V TW_,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-2100,SOUNDTOUCH 30 III BLK 230V EU,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,12/31/2018,sm2.stu,PartsNoLongerAvailDate,
738102-210R,"SOUNDTOUCH 30 III BLK 230V EU,FR",HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,9/28/2019,sm2.stu,PartsNoLongerAvailDate,
738102-2200,SOUNDTOUCH 30 III WHT 230V EU,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,12/31/2018,sm2.stu,PartsNoLongerAvailDate,
738102-220R,"SOUNDTOUCH 30 III WHT 230V EU,FR",HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,9/28/2019,sm2.stu,PartsNoLongerAvailDate,
738102-3100,SOUNDTOUCH 30 III BLK 100V JP,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-5100,SOUNDTOUCH 30 III BLK 240V AP,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-510R,"SOUNDTOUCH 30 III BLK 240V AP,FR",HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-5140,SOUNDTOUCH 30 III BLK 120V TW,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-5170,SOUNDTOUCH 30 III BLK 240V AU,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-5200,SOUNDTOUCH 30 III WHT 240V AP,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-520R,"SOUNDTOUCH 30 III WHT 240V AP,FR",HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-5240,SOUNDTOUCH 30 III WHT 120V TW,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738102-5270,SOUNDTOUCH 30 III WHT 240V AU,HED00357,SOUNDTOUCH 30 SERIES III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Maturity,LOVEJOY ST30,9/10/2015,,sm2.stu,PartsNoLongerAvailDate,
738377-1100,SOUNDTOUCH 520 BLK 120V US,HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738377-110R,"SOUNDTOUCH 520 BLK 120V US,FR",HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,3/5/2018,triode.sm2.stu,Sales%,
738377-1120,SOUNDTOUCH 520 BLK 120V MX,HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,5/1/2017,triode.sm2.stu,Sales%,
738377-1140,SOUNDTOUCH 520 BLK 120V TW,HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738377-2100,SOUNDTOUCH 520 BLK 220V EU,HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738377-210R,"SOUNDTOUCH 520 BLK 220V EU,FR",HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738377-3100,SOUNDTOUCH 520 BLK 100V JP,HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738377-310R,"SOUNDTOUCH 520 BLK 100V JP,FR",HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,5/1/2017,triode.sm2.stu,Sales%,
738377-5100,SOUNDTOUCH 520 BLK 240V AP,HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738377-510R,"SOUNDTOUCH 520 BLK 240V AP,FR",HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738377-5170,SOUNDTOUCH 520 BLK 240V AU,HED00344,CINEMATE 520 SERIES II,SB51,SoundBar 5.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,5/1/2017,triode.sm2.stu,Sales%,
738476-2100,SOUNDTOUCH 220 BLK 220V EU,HED00343,CINEMATE 220 SERIES II,SB21,SoundBar 2.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738476-210R,"SOUNDTOUCH 220 BLK 220V EU,FR",HED00343,CINEMATE 220 SERIES II,SB21,SoundBar 2.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738478-1100,SOUNDTOUCH 120 BLK 120V US,HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738478-110R,"SOUNDTOUCH 120 BLK 120V US,FR",HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,3/5/2018,triode.sm2.stu,Sales%,
738478-1120,SOUNDTOUCH 120 BLK 120V MX,HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738478-1140,SOUNDTOUCH 120 BLK 120V TW,HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738478-2100,SOUNDTOUCH 120 BLK 220V EU,HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738478-210R,"SOUNDTOUCH 120 BLK 220V EU,FR",HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738478-3100,SOUNDTOUCH 120 BLK 100V JP,HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738478-310R,"SOUNDTOUCH 120 BLK 100V JP,FR",HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738478-5100,SOUNDTOUCH 120 BLK 240V AP,HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738478-510R,"SOUNDTOUCH 120 BLK 240V AP,FR",HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738478-5170,SOUNDTOUCH 120 BLK 240V AU,HED00341,CINEMATE 120 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738484-1100,SOUNDTOUCH 130 BLK 120V US,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738484-1101,SOUNDTOUCH 130 CLUB BLK 120V US,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738484-110R,"SOUNDTOUCH 130 BLK 120V US,FR",HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/26/2018,triode.sm2.stu,Sales%,
738484-1120,SOUNDTOUCH 130 BLK 120V MX,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738484-1140,SOUNDTOUCH 130 BLK 120V TW,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738484-1141,SOUNDTOUCH 130 CLUB BLK 120V TW,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,12/24/2017,triode.sm2.stu,Sales%,
738484-2100,SOUNDTOUCH 130 BLK 220V EU,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738484-210R,"SOUNDTOUCH 130 BLK 220V EU,FR",HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/26/2018,triode.sm2.stu,Sales%,
738484-3100,SOUNDTOUCH 130 BLK 100V JP,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738484-3101,SOUNDTOUCH 130 CLUB BLK 100V JP,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738484-310R,"SOUNDTOUCH 130 BLK 100V JP,FR",HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738484-5100,SOUNDTOUCH 130 BLK 240V AP,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,9/25/2016,triode.sm2.stu,Sales%,
738484-5101,SOUNDTOUCH 130 CLUB BLK 240V AP,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/20/2017,triode.sm2.stu,Sales%,
738484-510R,"SOUNDTOUCH 130 BLK 240V AP,FR",HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,8/26/2018,triode.sm2.stu,Sales%,
738484-5170,SOUNDTOUCH 130 BLK 240V AU,HED00342,CINEMATE 130 SERIES II,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY TRIODE,9/10/2015,10/1/2016,triode.sm2.stu,Sales%,
738511-1100,LIFESTYLE SOUNDTOUCH 525 SYSTEM BLK AST,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-2100,LIFESTYLE SOUNDTOUCH 525 SYSTEM BLK EU,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-210R,"LIFESTYLE SOUNDTOUCH 525 SYS BLK EU,FR",HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
738511-2200,LIFESTYLE SOUNDTOUCH 525 SYSTEM WHT EU,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-220R,"LIFESTYLE SOUNDTOUCH 525 SYS WHT EU,FR",HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
738511-3100,LIFESTYLE SOUNDTOUCH 525 SYSTEM BLK BKK,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-310R,"LIFESTYLE SOUNDTOUCH 525 SYS BLK BKK,FR",HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/1/2016,DEF_CON.bos,Sales%,
738511-4100,LIFESTYLE SOUNDTOUCH 525 SYSTEM BLK UK,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-4200,LIFESTYLE SOUNDTOUCH 525 SYSTEM WHT UK,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-5100,LIFESTYLE SOUNDTOUCH 525 SYSTEM BLK AP,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-510R,"LIFESTYLE SOUNDTOUCH 525 SYS BLK AP,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
738511-5140,LIFESTYLE 525 SERIES IV SYSTEM BLK TW,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,1/1/2015,,DEF_CON.bos,Sales%,
738511-5200,LIFESTYLE SOUNDTOUCH 525 SYSTEM WHT AP,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738511-520R,"LIFESTYLE SOUNDTOUCH 525 SYS WHT AP,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,4/1/2018,DEF_CON.bos,Sales%,
738511-6100,LIFESTYLE SOUNDTOUCH 525 SYSTEM BLK DUAL,HED00347,LIFESTYLE 525 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-1100,LIFESTYLE SOUNDTOUCH 535 SYSTEM BLK AST,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-110R,"LIFESTYLE SOUNDTOUCH 535 SYS BLK AST,FR",HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,3/5/2018,DEF_CON.bos,Sales%,
738516-1140,LIFESTYLE SOUNDTOUCH 535 SYSTEM BLK TW,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-1240,LIFESTYLE SOUNDTOUCH 535 SYSTEM WHT TW,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/1/2016,DEF_CON.bos,Sales%,
738516-2100,LIFESTYLE SOUNDTOUCH 535 SYSTEM BLK EU,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-210R,"LIFESTYLE SOUNDTOUCH 535 SYS, BLK EU,FR",HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
738516-2200,LIFESTYLE SOUNDTOUCH 535 SYSTEM WHT EU,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-220R,"LIFESTYLE SOUNDTOUCH 535 SYS WHT EU,FR",HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
738516-3100,LIFESTYLE SOUNDTOUCH 535 SYSTEM BLK BKK,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-310R,"LIFESTYLE SOUNDTOUCH 535 SYS BLK BKK,FR",HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/1/2016,DEF_CON.bos,Sales%,
738516-3200,LIFESTYLE SOUNDTOUCH 535 SYSTEM WHT BKK,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/1/2016,DEF_CON.bos,Sales%,
738516-4100,LIFESTYLE SOUNDTOUCH 535 SYSTEM BLK UK,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-4200,LIFESTYLE SOUNDTOUCH 535 SYSTEM WHT UK,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-5100,LIFESTYLE SOUNDTOUCH 535 SYSTEM BLK APAC,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-510R,"LIFESTYLE SOUNDTOUCH 535 SYS BLK APAC,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
738516-5140,LIFESTYLE 535 SERIES IV SYSTEM BLK TW,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,1/1/2015,,DEF_CON.bos,Sales%,
738516-5200,LIFESTYLE SOUNDTOUCH 535 SYSTEM WHT APAC,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738516-520R,"LIFESTYLE SOUNDTOUCH 535 SYS WHT APAC,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,4/1/2018,DEF_CON.bos,Sales%,
738516-5240,LIFESTYLE 535 SERIES IV SYSTEM WHT TW,HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,1/1/2015,,DEF_CON.bos,Sales%,
738516-6100,LIFESTYLE SOUNDTOUCH 535 SYSTEM BLK DUAL,HED00348,LIFESTYLE 535 SERIES IV,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738518-1300,LIFESTYLE SOUNDTOUCH 135 SYSTEM SLV AST,HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738518-130R,"LIFESTYLE SOUNDTOUCH 135 SYS SLV AST,FR",HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,3/5/2018,DEF_CON.bos,Sales%,
738518-1340,LIFESTYLE SOUNDTOUCH 135 SYSTEM SLV TW,HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738518-2300,LIFESTYLE SOUNDTOUCH 135 SYSTEM SLV EU,HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738518-230R,"LIFESTYLE SOUNDTOUCH 135 SYS SLV EU,FR",HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
738518-3300,LIFESTYLE SOUNDTOUCH 135 SYSTEM SLV BKK,HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738518-330R,"LIFESTYLE SOUNDTOUCH 135 SYS SLV BKK,FR",HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/1/2016,DEF_CON.bos,Sales%,
738518-4300,LIFESTYLE SOUNDTOUCH 135 SYSTEM SLV UK,HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738518-5300,LIFESTYLE SOUNDTOUCH 135 SYSTEM SLV AP,HED00345,LIFESTYLE 135 SERIES IV,SB11,SoundBar 1.1,Soundbars,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,9/25/2016,DEF_CON.bos,Sales%,
738518-530R,"LIFESTYLE SOUNDTOUCH 135 SYS SLV AP,FR",HED00346,LIFESTYLE 235 SERIES IV,PHT21,Premium Home Theater 2.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,9/10/2015,8/20/2017,DEF_CON.bos,Sales%,
